URL,Channel Has Title,Has Description,Location,Year,Quarter,Month,Day,Is Verified,Subscriber
youtube.com/channel/UC5rWq2tSG4biWQ_FWyWqxXH2,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,220
youtube.com/channel/UC5rWq2tSG4biWQ_FWyWqxXH2,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,224
youtube.com/channel/UC5rWq2tSG4biWQ_FWyWqxXH2,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,225
youtube.com/channel/UC5rWq2tSG4biWQ_FWyWqxXH2,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,230
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,Has Title,Has Description,Malaysia,2021,Qtr 4,December,30,FALSE,26700
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,Has Title,Has Description,Malaysia,2022,Qtr 1,January,28,FALSE,26700
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,Has Title,Has Description,Malaysia,2022,Qtr 2,May,21,FALSE,27200
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,Has Title,Has Description,Malaysia,2021,Qtr 3,July,29,,26700
youtube.com/channel/UC5oC0tBeP5EqDOJILUdDhra1,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,1430
youtube.com/channel/UC5oC0tBeP5EqDOJILUdDhra1,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,1420
youtube.com/channel/UC5oC0tBeP5EqDOJILUdDhra1,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,1420
youtube.com/channel/UC5oC0tBeP5EqDOJILUdDhra1,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,1410
youtube.com/channel/UC-5JqPvEm526B_C-GwrxyfH5,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,22800
youtube.com/channel/UC-5JqPvEm526B_C-GwrxyfH5,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,22700
youtube.com/channel/UC-5JqPvEm526B_C-GwrxyfH5,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,22600
youtube.com/channel/UC-5JqPvEm526B_C-GwrxyfH5,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,23000
youtube.com/channel/UC5jLZ_d-825K7GkINz1YsRG4,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,
youtube.com/channel/UC5jLZ_d-825K7GkINz1YsRG4,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,
youtube.com/channel/UC5jLZ_d-825K7GkINz1YsRG4,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,0
youtube.com/channel/UC5jLZ_d-825K7GkINz1YsRG4,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,0
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,Has Title,Has Description,Vietnam,2021,Qtr 4,December,30,FALSE,113000
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,Has Title,Has Description,Vietnam,2022,Qtr 1,January,28,FALSE,116000
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,Has Title,Has Description,Vietnam,2022,Qtr 2,May,21,FALSE,116000
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,Has Title,Has Description,Vietnam,2021,Qtr 3,July,29,,113000
youtube.com/channel/UC4lkEqVZf5Xvchcd4R6DleG0,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,150
youtube.com/channel/UC4lkEqVZf5Xvchcd4R6DleG0,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,155
youtube.com/channel/UC4lkEqVZf5Xvchcd4R6DleG0,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,156
youtube.com/channel/UC4lkEqVZf5Xvchcd4R6DleG0,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,156
youtube.com/channel/UC4lkEqVZf5Xvchcd4R6DleG0,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,158
youtube.com/channel/UC3t0Qnu3I0RiTMBaa34aqBm1,Has Title,Has Description,Australia,2021,Qtr 4,December,30,FALSE,2880
youtube.com/channel/UC3t0Qnu3I0RiTMBaa34aqBm1,Has Title,Has Description,Australia,2022,Qtr 1,January,28,FALSE,2900
youtube.com/channel/UC3t0Qnu3I0RiTMBaa34aqBm1,Has Title,Has Description,Australia,2022,Qtr 2,May,21,FALSE,2940
youtube.com/channel/UC3t0Qnu3I0RiTMBaa34aqBm1,Has Title,Has Description,Australia,2021,Qtr 3,July,29,,2850
youtube.com/channel/UC3qWl1AT25ssjLMvdPg1qxj6,Has Title,No Description,Pakistan,2021,Qtr 4,December,30,FALSE,146000
youtube.com/channel/UC3qWl1AT25ssjLMvdPg1qxj6,Has Title,No Description,Pakistan,2022,Qtr 1,January,28,FALSE,146000
youtube.com/channel/UC3qWl1AT25ssjLMvdPg1qxj6,Has Title,No Description,Pakistan,2022,Qtr 2,May,21,FALSE,147000
youtube.com/channel/UC3qWl1AT25ssjLMvdPg1qxj6,Has Title,No Description,Pakistan,2021,Qtr 3,July,29,,144000
youtube.com/channel/UC3lz17w3i8pOWSb6NelxzTs7,Has Title,Has Description,Georgia,2021,Qtr 1,March,10,,2
youtube.com/channel/UC3lz17w3i8pOWSb6NelxzTs7,Has Title,Has Description,Georgia,2021,Qtr 3,July,29,,2
youtube.com/channel/UC3lz17w3i8pOWSb6NelxzTs7,Has Title,Has Description,Georgia,2021,Qtr 4,December,30,FALSE,2
youtube.com/channel/UC3lz17w3i8pOWSb6NelxzTs7,Has Title,Has Description,Georgia,2022,Qtr 1,January,28,FALSE,2
youtube.com/channel/UC3lz17w3i8pOWSb6NelxzTs7,Has Title,Has Description,Georgia,2022,Qtr 2,May,21,FALSE,2
youtube.com/channel/UC3LPvPwqo8VD-CfJ6WQh2823,Has Title,No Description,Hungary,2021,Qtr 1,March,10,,1430
youtube.com/channel/UC3LPvPwqo8VD-CfJ6WQh2823,Has Title,No Description,Hungary,2021,Qtr 3,July,29,,1420
youtube.com/channel/UC3LPvPwqo8VD-CfJ6WQh2823,Has Title,No Description,Hungary,2021,Qtr 4,December,30,FALSE,1410
youtube.com/channel/UC3LPvPwqo8VD-CfJ6WQh2823,Has Title,No Description,Hungary,2022,Qtr 1,January,28,FALSE,1400
youtube.com/channel/UC3LPvPwqo8VD-CfJ6WQh2823,Has Title,No Description,Hungary,2022,Qtr 2,May,21,FALSE,1390
youtube.com/channel/UC3EH7Owml7Ex2oOsCJh2r_R5,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,286
youtube.com/channel/UC3EH7Owml7Ex2oOsCJh2r_R5,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,288
youtube.com/channel/UC3EH7Owml7Ex2oOsCJh2r_R5,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,288
youtube.com/channel/UC3EH7Owml7Ex2oOsCJh2r_R5,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,289
youtube.com/channel/UC3EH7Owml7Ex2oOsCJh2r_R5,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,292
youtube.com/channel/UC3eB5uB5d94OOqHWkTYaBcl5,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,6550
youtube.com/channel/UC3eB5uB5d94OOqHWkTYaBcl5,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,6580
youtube.com/channel/UC3eB5uB5d94OOqHWkTYaBcl5,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,6610
youtube.com/channel/UC3eB5uB5d94OOqHWkTYaBcl5,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,6610
youtube.com/channel/UC3eB5uB5d94OOqHWkTYaBcl5,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,6600
youtube.com/channel/UC3DscuLly3bluI9XFZHMfFt1,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,277
youtube.com/channel/UC3DscuLly3bluI9XFZHMfFt1,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,281
youtube.com/channel/UC3DscuLly3bluI9XFZHMfFt1,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,281
youtube.com/channel/UC3DscuLly3bluI9XFZHMfFt1,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,282
youtube.com/channel/UC3DscuLly3bluI9XFZHMfFt1,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,284
youtube.com/channel/UC2RL362pF9oC8tSjCje3Vjh1,Has Title,Has Description,New Zealand,2021,Qtr 4,December,30,FALSE,575
youtube.com/channel/UC2RL362pF9oC8tSjCje3Vjh1,Has Title,Has Description,New Zealand,2022,Qtr 1,January,28,FALSE,579
youtube.com/channel/UC2RL362pF9oC8tSjCje3Vjh1,Has Title,Has Description,New Zealand,2022,Qtr 2,May,21,FALSE,601
youtube.com/channel/UC2RL362pF9oC8tSjCje3Vjh1,Has Title,Has Description,New Zealand,2021,Qtr 3,July,29,,551
youtube.com/channel/UC20bsNJWQ3ZYnCXFCsqzgqP3,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,45
youtube.com/channel/UC20bsNJWQ3ZYnCXFCsqzgqP3,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,50
youtube.com/channel/UC20bsNJWQ3ZYnCXFCsqzgqP3,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,51
youtube.com/channel/UC20bsNJWQ3ZYnCXFCsqzgqP3,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,54
youtube.com/channel/UC1-V_Biqp4sxoQC1MQ3FuQv3,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,922
youtube.com/channel/UC1-V_Biqp4sxoQC1MQ3FuQv3,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,946
youtube.com/channel/UC1-V_Biqp4sxoQC1MQ3FuQv3,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,943
youtube.com/channel/UC1-V_Biqp4sxoQC1MQ3FuQv3,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,966
youtube.com/channel/UC1uoX5D-b4OQpE_BelIC9ZW6,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,44500
youtube.com/channel/UC1uoX5D-b4OQpE_BelIC9ZW6,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,44900
youtube.com/channel/UC1uoX5D-b4OQpE_BelIC9ZW6,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,45200
youtube.com/channel/UC1uoX5D-b4OQpE_BelIC9ZW6,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,45600
youtube.com/channel/UC1DMjWdZe6PuDnfcs65_bUl2,Has Title,No Description,Argentina,2021,Qtr 3,July,29,,28500
youtube.com/channel/UC1DMjWdZe6PuDnfcs65_bUl2,Has Title,No Description,Argentina,2021,Qtr 4,December,30,FALSE,29600
youtube.com/channel/UC1DMjWdZe6PuDnfcs65_bUl2,Has Title,No Description,Argentina,2022,Qtr 1,January,28,FALSE,29800
youtube.com/channel/UC1DMjWdZe6PuDnfcs65_bUl2,Has Title,No Description,Argentina,2022,Qtr 2,May,21,FALSE,30100
youtube.com/channel/UC0z3gtD0W7om0Hk8oQEX8Qq5,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,2700
youtube.com/channel/UC0z3gtD0W7om0Hk8oQEX8Qq5,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,2710
youtube.com/channel/UC0z3gtD0W7om0Hk8oQEX8Qq5,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,2730
youtube.com/channel/UC0z3gtD0W7om0Hk8oQEX8Qq5,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,2720
youtube.com/channel/UC0z3gtD0W7om0Hk8oQEX8Qq5,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,2770
youtube.com/channel/UC0uGC_EBw3Axw3ljqeGjy2q3,Has Title,Has Description,United States,2021,Qtr 4,December,30,FALSE,149000
youtube.com/channel/UC0uGC_EBw3Axw3ljqeGjy2q3,Has Title,Has Description,United States,2022,Qtr 1,January,28,FALSE,149000
youtube.com/channel/UC0uGC_EBw3Axw3ljqeGjy2q3,Has Title,Has Description,United States,2022,Qtr 2,May,21,FALSE,152000
youtube.com/channel/UC0uGC_EBw3Axw3ljqeGjy2q3,Has Title,Has Description,United States,2021,Qtr 3,July,29,,148000
youtube.com/channel/UC0l6r1zgF2hnVuYOslUAYqd4,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,26700
youtube.com/channel/UC0l6r1zgF2hnVuYOslUAYqd4,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,26600
youtube.com/channel/UC0l6r1zgF2hnVuYOslUAYqd4,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,26600
youtube.com/channel/UC0l6r1zgF2hnVuYOslUAYqd4,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,26700
youtube.com/channel/UC0bNByUj13rMW50t45AnCFc8,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,91500
youtube.com/channel/UC0bNByUj13rMW50t45AnCFc8,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,92600
youtube.com/channel/UC0bNByUj13rMW50t45AnCFc8,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,92700
youtube.com/channel/UC0bNByUj13rMW50t45AnCFc8,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,93100
youtube.com/channel/UC_KpTo38S7I2SwQgm1aqaQm2,Has Title,Has Description,Indonesia,2021,Qtr 4,December,30,FALSE,103000
youtube.com/channel/UC_KpTo38S7I2SwQgm1aqaQm2,Has Title,Has Description,Indonesia,2022,Qtr 1,January,28,FALSE,103000
youtube.com/channel/UC_KpTo38S7I2SwQgm1aqaQm2,Has Title,Has Description,Indonesia,2022,Qtr 2,May,21,FALSE,103000
youtube.com/channel/UC_KpTo38S7I2SwQgm1aqaQm2,Has Title,Has Description,Indonesia,2021,Qtr 3,July,29,,103000
